ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
11034701,JA366925,01/01/2001 11:00:00 AM,016XX E 86TH PL,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,true,false,0412,004,8,45,11,,,2001,08/05/2017 03:50:08 PM,,,
11227287,JB147188,10/08/2017 03:00:00 AM,092XX S RACINE AVE,0281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,RESIDENCE,true,false,2222,022,21,73,02,,,2017,02/11/2018 03:57:41 PM,,,
11227583,JB147595,03/28/2017 02:00:00 PM,026XX W 79TH ST,0620,BURGLARY,UNLAWFUL ENTRY,OTHER,false,false,0835,008,18,70,05,,,2017,02/11/2018 03:57:41 PM,,,
11227293,JB147230,09/09/2017 08:17:00 PM,060XX S EBERHART AVE,0810,THEFT,OVER $500,RESIDENCE,false,false,0313,003,20,42,06,,,2017,02/11/2018 03:57:41 PM,,,
11227634,JB147599,08/26/2017 10:00:00 AM,001XX W RANDOLPH ST,0281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,HOTEL/MOTEL,false,false,0122,001,42,32,02,,,2017,02/11/2018 03:57:41 PM,,,
11227517,JB138481,02/10/2013 12:00:00 AM,071XX S LAFAYETTE AVE,0266,CRIM SEXUAL ASSAULT,PREDATORY,RESIDENCE,false,false,0731,007,6,69,02,,,2013,02/11/2018 03:57:41 PM,,,
11227503,JB146383,01/01/2015 12:01:00 AM,061XX S KILBOURN AVE,1751,OFFENSE INVOLVING CHILDREN,CRIM SEX ABUSE BY FAM MEMBER,RESIDENCE,false,true,0813,008,13,65,17,,,2015,04/12/2019 04:00:15 PM,,,
11227508,JB146365,01/01/2017 12:01:00 AM,027XX S WHIPPLE ST,1754,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,RESIDENCE,false,false,1033,010,12,30,02,,,2017,02/11/2018 03:57:41 PM,,,
11022695,JA353568,07/17/2017 10:10:00 AM,021XX W MC LEAN AVE,0810,THEFT,OVER $500,RESIDENCE,false,false,1432,014,32,22,06,,,2017,07/24/2017 03:54:23 PM,,,
11227633,JB147500,12/28/2017 03:55:00 PM,011XX S MICHIGAN AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,false,false,0123,001,2,32,11,,,2017,02/11/2018 03:57:41 PM,,,
11227586,JB147613,02/10/2017 12:00:00 PM,089XX S COTTAGE GROVE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,0633,006,8,44,14,,,2017,02/11/2018 03:57:41 PM,,,
11227475,JB147314,11/22/2017 02:42:00 AM,056XX N CHRISTIANA AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,false,true,1711,017,39,13,26,,,2017,02/11/2018 03:57:41 PM,,,
11227247,JB147078,01/01/2012 09:00:00 AM,105XX S INDIANAPOLIS AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,0432,004,10,52,11,,,2012,02/11/2018 03:57:41 PM,,,
11036284,JA370282,07/29/2017 03:40:00 PM,014XX W Devon Ave,0820,THEFT,$500 AND UNDER,SIDEWALK,false,false,2432,024,40,1,06,,,2017,08/05/2017 03:50:08 PM,,,
11227509,JB146413,01/22/2017 12:01:00 AM,079XX S JEFFERY BLVD,1752,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,APARTMENT,false,false,0414,004,8,46,20,,,2017,02/11/2018 03:57:41 PM,,,
11227407,JB147329,10/14/2017 12:01:00 AM,037XX N SOUTHPORT AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,OTHER,false,false,1922,019,44,6,11,,,2017,02/22/2018 03:56:47 PM,,,
11028056,JA359834,10/15/2014 03:00:00 PM,047XX S PULASKI RD,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,PARKING LOT/GARAGE(NON.RESID.),false,false,0821,008,14,57,11,,,2014,07/24/2017 03:54:23 PM,,,
5253983,HM665450,10/17/2006 01:05:00 PM,052XX W HURON ST,2017,NARCOTICS,MANU/DELIVER:CRACK,STREET,true,false,1524,015,28,25,18,,,2006,08/17/2015 03:03:40 PM,,,
11028299,JA360073,05/30/2015 12:00:00 AM,074XX S HARVARD AVE,1753,OFFENSE INVOLVING CHILDREN,SEX ASSLT OF CHILD BY FAM MBR,RESIDENCE,false,true,0731,007,17,69,02,,,2015,05/15/2018 03:52:47 PM,,,
11028290,JA360134,05/30/2015 12:00:00 AM,074XX S HARVARD AVE,1753,OFFENSE INVOLVING CHILDREN,SEX ASSLT OF CHILD BY FAM MBR,RESIDENCE,false,true,0731,007,17,69,02,,,2015,05/22/2018 04:05:33 PM,,,
11041422,JA375398,07/29/2017 10:00:00 AM,022XX W WINNEMAC AVE,0810,THEFT,OVER $500,RESIDENCE-GARAGE,false,false,2031,020,47,4,06,,,2017,08/05/2017 03:50:08 PM,,,
11042125,JA376558,12/16/2011 12:00:00 AM,003XX W 64TH ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,HOSPITAL BUILDING/GROUNDS,false,false,0722,007,20,68,11,,,2011,08/05/2017 03:50:08 PM,,,
11042141,JA376559,05/16/2013 12:00:00 AM,003XX W 64TH ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,HOSPITAL BUILDING/GROUNDS,false,false,0722,007,20,68,11,,,2013,08/05/2017 03:50:08 PM,,,
11042183,JA376593,07/12/2001 12:01:00 AM,024XX N LUNA AVE,0266,CRIM SEXUAL ASSAULT,PREDATORY,RESIDENCE,false,true,2515,025,30,19,02,,,2001,08/05/2017 03:50:08 PM,,,
11039126,JA371798,01/01/2007 12:01:00 AM,009XX N DRAKE AVE,0266,CRIM SEXUAL ASSAULT,PREDATORY,RESIDENCE,false,false,1121,011,27,23,02,,,2007,10/21/2017 03:44:12 PM,,,
11042582,JA377037,01/01/2011 12:01:00 AM,054XX S CALIFORNIA AVE,1754,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,APARTMENT,true,true,0923,009,14,63,02,,,2011,08/13/2017 03:50:54 PM,,,
11042759,JA376850,07/08/2013 04:10:00 PM,056XX N KENMORE AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,false,false,2022,020,48,77,11,,,2013,08/05/2017 03:50:08 PM,,,
11042763,JA376821,07/27/2017 01:00:00 AM,019XX W AINSLIE ST,0890,THEFT,FROM BUILDING,APARTMENT,false,false,2032,020,47,4,06,,,2017,08/05/2017 03:50:08 PM,,,
11227495,JB147292,03/20/2014 09:00:00 AM,003XX E ERIE ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,false,false,1834,018,42,8,11,,,2014,02/11/2018 03:57:41 PM,,,
11042867,JA374764,01/01/2015 12:01:00 AM,086XX S MANISTEE AVE,0266,CRIM SEXUAL ASSAULT,PREDATORY,RESIDENCE,false,false,0423,004,7,46,02,,,2015,08/05/2017 03:50:08 PM,,,
11042911,JA376915,01/01/2013 12:00:00 PM,034XX N WESTERN AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,BANK,false,false,1921,019,47,5,11,,,2013,08/05/2017 03:50:08 PM,,,
11042930,JA374409,01/01/2010 12:01:00 AM,080XX S MARSHFIELD AVE,0266,CRIM SEXUAL ASSAULT,PREDATORY,RESIDENCE,false,false,0611,006,21,71,02,,,2010,08/05/2017 03:50:08 PM,,,
11042931,JA374193,01/01/2015 12:01:00 AM,069XX S STEWART AVE,1562,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,RESIDENCE,false,false,0731,007,6,68,17,,,2015,08/05/2017 03:50:08 PM,,,
11042934,JA374701,01/27/2015 12:01:00 AM,044XX S CALUMET AVE,0266,CRIM SEXUAL ASSAULT,PREDATORY,RESIDENCE,false,false,0215,002,3,38,02,,,2015,08/05/2017 03:50:08 PM,,,
11042861,JA374153,01/01/2007 12:01:00 AM,026XX W 21ST ST,0266,CRIM SEXUAL ASSAULT,PREDATORY,RESIDENCE,false,false,1023,010,28,30,02,,,2007,10/21/2017 03:44:12 PM,,,
11042901,JA374744,04/01/2015 12:01:00 AM,051XX S MARSHFIELD AVE,0291,CRIM SEXUAL ASSAULT,ATTEMPT NON-AGGRAVATED,APARTMENT,false,false,0932,009,16,61,02,,,2015,08/12/2017 03:48:24 PM,,,
11042927,JA374449,01/01/2015 12:01:00 AM,022XX N AVERS AVE,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,RESIDENCE,false,true,2525,025,30,22,20,,,2015,08/25/2017 03:48:04 PM,,,
11227505,JB146342,06/01/2017 12:01:00 AM,115XX S ABERDEEN ST,1751,OFFENSE INVOLVING CHILDREN,CRIM SEX ABUSE BY FAM MEMBER,RESIDENCE,false,true,0524,005,34,53,17,,,2017,09/04/2019 04:07:44 PM,,,
11042914,JA374555,01/01/2008 12:01:00 AM,011XX S WHIPPLE ST,0281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,RESIDENCE,false,true,1134,011,28,29,02,,,2008,08/19/2017 03:48:07 PM,,,
11042939,JA376124,01/01/2015 12:01:00 AM,049XX S LECLAIRE AVE,0281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,RESIDENCE,false,false,0814,008,23,56,02,,,2015,08/05/2017 03:50:08 PM,,,
11043021,JA367631,10/19/2016 07:00:00 PM,075XX S YATES BLVD,0610,BURGLARY,FORCIBLE ENTRY,RESTAURANT,false,false,0421,004,7,43,05,,,2016,08/05/2017 03:50:08 PM,,,
11042905,JA374476,01/01/2003 12:01:00 AM,056XX S ARTESIAN AVE,1563,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,RESIDENCE,false,false,0824,008,15,63,17,,,2003,10/27/2018 04:00:07 PM,,,
11227569,JB147582,10/01/2017 12:00:00 AM,004XX E 71ST ST,1582,OFFENSE INVOLVING CHILDREN,CHILD PORNOGRAPHY,APARTMENT,false,false,0323,003,6,69,17,,,2017,02/11/2018 03:57:41 PM,,,
11042938,JA377035,01/01/2007 12:01:00 AM,019XX N HARLEM AVE,0266,CRIM SEXUAL ASSAULT,PREDATORY,DAY CARE CENTER,false,false,2513,025,36,25,02,,,2007,08/19/2017 03:48:07 PM,,,
11227513,JB137941,09/01/2017 09:00:00 AM,030XX W HARRISON ST,1562,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,"SCHOOL, PUBLIC, BUILDING",false,false,1134,011,28,27,17,,,2017,02/11/2018 03:57:41 PM,,,
11223717,JB141803,02/04/2018 03:25:00 PM,044XX W WASHINGTON BLVD,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,false,false,1113,011,28,26,11,,,2018,02/11/2018 03:57:41 PM,,,
1744168,G553545,09/15/2001 02:00:00 AM,013XX W POLK ST,0460,BATTERY,SIMPLE,STREET,false,false,1213,012,,,08B,,,2001,08/17/2015 03:03:40 PM,,,
10581023,HZ329792,09/01/2014 08:00:00 AM,0000X E LAKE ST,1140,DECEPTIVE PRACTICE,EMBEZZLEMENT,OTHER,true,false,0111,001,42,32,12,,,2014,03/01/2018 03:52:35 PM,,,
1833988,G666677,11/02/2001 06:30:00 PM,002XX W CONGRESS PW,0810,THEFT,OVER $500,OTHER,false,false,0131,001,,,06,,,2001,08/17/2015 03:03:40 PM,,,
11243066,JB168427,03/29/2016 07:00:00 AM,067XX S RIDGELAND AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,OTHER,false,false,0332,003,5,43,11,,,2016,03/01/2018 03:54:55 PM,,,
11243056,JB168410,12/13/2017 12:01:00 AM,005XX W OHARE ST,0810,THEFT,OVER $500,AIRPORT BUILDING NON-TERMINAL - SECURE AREA,false,false,1654,016,41,76,06,,,2017,03/01/2018 03:54:55 PM,,,
11243415,JB168962,12/18/2017 09:00:00 AM,025XX W BIRCHWOOD AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,APARTMENT,false,false,2411,024,50,2,11,,,2017,03/01/2018 03:54:55 PM,,,
11243873,JB168420,02/28/2017 12:00:00 AM,110XX S VERNON AVE,0265,CRIM SEXUAL ASSAULT,AGGRAVATED: OTHER,"SCHOOL, PUBLIC, BUILDING",false,false,0513,005,9,49,02,,,2017,03/01/2018 03:54:55 PM,,,
11243020,HZ184094,03/11/2016 11:00:00 PM,052XX N ST LOUIS AVE,0281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,RESIDENCE PORCH/HALLWAY,false,false,1712,017,39,13,02,,,2016,03/01/2018 03:54:55 PM,,,
11243109,JB168444,12/14/2017 12:15:00 PM,020XX S CLARK ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,false,false,0131,001,3,33,26,,,2017,03/01/2018 03:54:55 PM,,,
11243511,JB168893,02/20/2018 04:21:00 PM,005XX W ARLINGTON PL,0820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,false,false,1935,019,43,7,06,,,2018,03/01/2018 03:54:55 PM,,,
11243026,JB168257,11/15/2017 02:00:00 PM,012XX W ARTHINGTON ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,false,false,1231,012,2,28,11,,,2017,03/01/2018 03:54:55 PM,,,
11243839,JB165874,11/05/2017 08:00:00 AM,084XX S PARNELL AVE,0820,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),false,false,0622,006,21,71,06,,,2017,03/01/2018 03:54:55 PM,,,
11243258,JB167849,01/01/2017 12:01:00 AM,045XX N HAMLIN AVE,1752,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,APARTMENT,false,true,1723,017,39,14,20,,,2017,05/15/2018 03:52:47 PM,,,
11242963,JB168261,11/01/2014 09:00:00 AM,009XX N TRUMBULL AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,1121,011,27,23,11,,,2014,03/01/2018 03:54:55 PM,,,
11243412,JB168772,08/24/2017 03:18:00 PM,057XX S CICERO AVE,0810,THEFT,OVER $500,RESTAURANT,true,false,0813,008,23,56,06,,,2017,03/15/2018 03:53:30 PM,,,
11243580,JB169163,08/17/2017 10:00:00 AM,061XX N NORTHWEST HWY,0890,THEFT,FROM BUILDING,BAR OR TAVERN,false,false,1611,016,41,10,06,,,2017,03/01/2018 03:54:55 PM,,,
1896258,G749215,12/15/2001 02:00:00 AM,011XX N STATE ST,0460,BATTERY,SIMPLE,STREET,false,false,1824,018,,,08B,,,2001,08/17/2015 03:03:40 PM,,,
11243268,JB167760,01/01/2017 12:01:00 AM,047XX N CLARK ST,1562,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,APARTMENT,false,false,1913,019,47,3,17,,,2017,09/13/2018 03:56:52 PM,,,
11243251,JB166394,08/07/2012 12:01:00 AM,037XX W HAYFORD ST,1754,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,RESIDENCE,false,true,0833,008,18,70,02,,,2012,10/15/2018 04:31:50 PM,,,
11223707,JB141873,02/05/2018 12:00:00 AM,061XX N KENMORE AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,false,2433,024,48,77,26,,,2018,02/12/2018 03:49:14 PM,,,
11227940,JB148122,01/01/2016 11:00:00 AM,108XX S CALUMET AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,false,false,0513,005,9,49,11,,,2016,02/12/2018 03:49:14 PM,,,
11228287,JB148482,01/03/2018 03:45:00 PM,0000X W C1 ST,0810,THEFT,OVER $500,AIRPORT TERMINAL LOWER LEVEL - NON-SECURE AREA,false,false,1651,016,41,76,06,,,2018,02/12/2018 03:49:14 PM,,,
11037549,JA371812,07/30/2017 04:00:00 AM,004XX N DEARBORN ST,0870,THEFT,POCKET-PICKING,ALLEY,false,false,1831,018,42,8,06,,,2017,08/06/2017 03:53:31 PM,,,
11227960,JB148137,10/20/2017 09:00:00 AM,008XX N PAULINA ST,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,false,true,1213,012,1,24,26,,,2017,02/12/2018 03:49:14 PM,,,
11228593,JB149038,03/01/2016 12:00:00 AM,092XX S WESTERN AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,AUTO / BOAT / RV DEALERSHIP,false,false,2221,022,19,72,26,,,2016,02/12/2018 03:49:14 PM,,,
11228565,JB148941,12/16/2017 02:30:00 PM,102XX S EBERHART AVE,0610,BURGLARY,FORCIBLE ENTRY,VACANT LOT/LAND,false,false,0511,005,9,49,05,,,2017,02/12/2018 03:49:14 PM,,,
11043823,JA378025,08/11/2013 05:00:00 PM,004XX N CLARK ST,0820,THEFT,$500 AND UNDER,RESTAURANT,false,false,1831,018,42,8,06,,,2013,08/06/2017 03:53:31 PM,,,
11043900,JA378845,09/30/2015 07:45:00 PM,030XX N KNOX AVE,0810,THEFT,OVER $500,WAREHOUSE,false,false,2521,025,31,19,06,,,2015,08/06/2017 03:53:31 PM,,,
11228293,JB148253,07/01/2017 08:40:00 PM,060XX S TALMAN AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,false,false,0825,008,15,66,11,,,2017,02/12/2018 03:49:14 PM,,,
11029364,JA361501,05/10/2014 08:00:00 AM,077XX S KINGSTON AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,OTHER,false,false,0421,004,7,43,11,,,2014,07/25/2017 03:48:23 PM,,,
11243391,JB168811,12/30/2017 12:01:00 AM,0000X E LAKE ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,OTHER,false,false,0111,001,42,32,11,,,2017,03/01/2018 03:54:55 PM,,,
11029405,JA361556,10/01/2014 07:00:00 AM,018XX N ST LOUIS AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,false,false,1422,014,26,22,11,,,2014,07/25/2017 03:48:23 PM,,,
11029462,JA361647,07/01/2013 12:00:00 PM,060XX N ALBANY AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,2413,024,50,2,11,,,2013,07/25/2017 03:48:23 PM,,,
11029532,JA361567,12/01/2013 09:00:00 PM,021XX N MULLIGAN AVE,0265,CRIM SEXUAL ASSAULT,AGGRAVATED: OTHER,RESIDENCE,false,true,2512,025,29,19,02,,,2013,07/25/2017 03:48:23 PM,,,
11228256,JB148524,09/07/2017 06:00:00 PM,035XX N WILTON AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,1924,019,44,6,11,,,2017,02/12/2018 03:49:14 PM,,,
11029711,JA361905,09/01/2014 10:00:00 AM,061XX S EBERHART AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,0313,003,20,42,11,,,2014,07/25/2017 03:48:23 PM,,,
11029673,JA361846,01/24/2009 06:00:00 PM,024XX W 46TH ST,1752,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,true,false,0922,009,12,58,20,,,2009,02/08/2018 03:48:45 PM,,,
11228573,JB148940,11/01/2017 03:00:00 PM,004XX E 33RD ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,true,0211,002,4,35,26,,,2017,02/12/2018 03:49:14 PM,,,
9771966,HX347197,07/16/2014 10:50:00 AM,063XX S COTTAGE GROVE AVE,1821,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,VEHICLE NON-COMMERCIAL,true,false,0312,003,20,42,18,,,2014,07/25/2017 03:48:23 PM,,,
9715284,HX282369,05/30/2014 11:06:56 AM,029XX W WILCOX ST,2027,NARCOTICS,POSS: CRACK,APARTMENT,true,false,1124,011,2,27,18,,,2014,07/25/2017 03:46:39 PM,,,
11228094,JB148335,11/20/2017 03:00:00 PM,055XX N CHRISTIANA AVE,1156,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,POOL ROOM,false,false,1712,017,40,13,11,,,2017,02/12/2018 03:49:14 PM,,,
11228056,JB148123,11/21/2017 12:00:00 PM,028XX N SACRAMENTO AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,APARTMENT,false,false,1411,014,35,21,11,,,2017,02/12/2018 03:49:14 PM,,,
11228588,JB149037,06/04/2012 12:00:00 PM,037XX W 85TH PL,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,false,false,0834,008,18,70,11,,,2012,02/12/2018 03:49:14 PM,,,
11225457,JB144550,02/05/2018 06:00:00 PM,013XX N LA SALLE DR,0890,THEFT,FROM BUILDING,RESIDENCE-GARAGE,false,false,1821,018,43,8,06,,,2018,02/12/2018 03:49:14 PM,,,
11243635,JB169214,08/31/2017 12:00:00 AM,039XX W VAN BUREN ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,APARTMENT,false,true,1132,011,24,26,11,,,2017,03/01/2018 03:54:55 PM,,,
11244245,JB167262,10/10/2017 07:27:00 PM,085XX S CARPENTER ST,0820,THEFT,$500 AND UNDER,RESIDENCE,false,false,0613,006,21,71,06,,,2017,03/02/2018 03:54:48 PM,,,
11242929,JB168310,01/01/2015 12:00:00 AM,049XX S COTTAGE GROVE AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,false,false,0223,002,4,39,11,,,2015,03/01/2018 03:54:55 PM,,,
11243481,JB168909,11/04/2017 10:00:00 PM,064XX S DR MARTIN LUTHER KING JR DR,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,false,false,0312,003,20,69,26,,,2017,03/01/2018 03:54:55 PM,,,
11243284,JB168734,12/28/2017 09:00:00 AM,064XX N BELL AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,2412,024,50,2,11,,,2017,03/01/2018 03:54:55 PM,,,
11242965,JB168370,12/28/2017 02:00:00 PM,027XX N HAMPDEN CT,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,1935,019,43,7,11,,,2017,03/01/2018 03:54:55 PM,,,
11243493,JB169102,08/04/2017 03:00:00 PM,003XX E RANDOLPH ST,0810,THEFT,OVER $500,PARK PROPERTY,false,false,0114,001,42,32,06,,,2017,03/01/2018 03:54:55 PM,,,
11243514,JB168799,11/12/2014 12:00:00 AM,107XX S PEORIA ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,false,false,2233,022,34,75,11,,,2014,03/01/2018 03:54:55 PM,,,
11037536,JA371293,07/31/2017 08:05:00 AM,004XX N MC CLURG CT,1310,CRIMINAL DAMAGE,TO PROPERTY,BOAT/WATERCRAFT,false,false,1834,018,42,8,14,,,2017,08/07/2017 03:52:24 PM,,,
11243040,JB167177,12/12/2017 12:00:00 PM,033XX W 47TH ST,0890,THEFT,FROM BUILDING,WAREHOUSE,false,false,0821,008,14,58,06,,,2017,03/01/2018 03:54:55 PM,,,
11024203,JA354900,07/19/2017 07:15:00 AM,0000X E WASHINGTON ST,0890,THEFT,FROM BUILDING,RESTAURANT,false,false,0112,001,42,32,06,,,2017,07/26/2017 03:56:50 PM,,,
11242979,JB168283,01/01/2017 09:00:00 AM,010XX W WASHINGTON BLVD,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,OTHER,false,false,1224,012,27,28,11,,,2017,03/01/2018 03:54:55 PM,,,
11243119,JB168573,11/02/2017 01:00:00 PM,063XX N MOZART ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,false,false,2413,024,50,2,26,,,2017,03/01/2018 03:54:55 PM,,,
11243494,JB168634,11/15/2017 07:16:00 PM,097XX S AVENUE J,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,false,false,0432,004,10,52,11,,,2017,03/01/2018 03:54:55 PM,,,
2370646,HH676216,09/26/2002 01:30:00 PM,034XX W 79TH ST,0460,BATTERY,SIMPLE,STREET,false,false,0835,008,18,70,08B,,,2002,08/17/2015 03:03:40 PM,,,
2378227,HH686534,10/01/2002 07:00:00 PM,022XX W NORTH AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1424,014,1,24,07,,,2002,08/17/2015 03:03:40 PM,,,
11243419,JB168945,06/01/2017 12:00:00 PM,071XX W ARMITAGE AVE,0460,BATTERY,SIMPLE,RESIDENCE,false,true,2513,025,36,25,08B,,,2017,03/21/2018 03:58:51 PM,,,
11038898,JA372967,08/01/2017 02:25:00 PM,025XX S DR MARTIN LUTHER KING JR DR,0890,THEFT,FROM BUILDING,MEDICAL/DENTAL OFFICE,false,false,0133,001,2,33,06,,,2017,08/08/2017 03:53:58 PM,,,
11030881,JA362444,07/08/2017 06:00:00 PM,003XX E OHIO ST,0890,THEFT,FROM BUILDING,RESTAURANT,false,false,1834,018,42,8,06,,,2017,07/26/2017 03:56:50 PM,,,
11031104,JA362043,07/24/2008 12:01:00 AM,031XX W FILLMORE ST,1563,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,APARTMENT,false,true,1134,011,24,29,17,,,2008,07/26/2017 03:56:50 PM,,,
11031226,JA362537,08/04/2009 12:00:00 PM,073XX S YATES BLVD,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,0334,003,7,43,11,,,2009,07/26/2017 03:56:50 PM,,,
11227476,JB147378,12/18/2017 12:00:00 PM,053XX N LINDER AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,APARTMENT,false,false,1623,016,45,11,11,,,2017,02/13/2018 03:56:09 PM,,,
2439013,HH761070,11/05/2002 04:40:00 PM,063XX S ROCKWELL ST,031A,ROBBERY,ARMED: HANDGUN,STREET,true,false,0825,008,15,66,03,,,2002,08/17/2015 03:03:40 PM,,,
11030960,JA363404,01/01/2009 12:00:00 AM,007XX W 81ST ST,0266,CRIM SEXUAL ASSAULT,PREDATORY,RESIDENCE,true,false,0621,006,21,71,02,,,2009,10/28/2017 03:50:55 PM,,,
11044965,JA379380,06/28/2013 12:00:00 PM,020XX N MILWAUKEE AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,false,false,1431,014,1,22,11,,,2013,08/07/2017 03:52:24 PM,,,
10751224,HZ513641,01/01/2012 08:00:00 AM,010XX S MAYFIELD AVE,1752,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,false,false,1513,015,29,25,20,,,2012,07/27/2017 03:50:07 PM,,,
11228873,JB149562,07/01/2017 12:00:00 AM,019XX W ROSCOE ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,1922,019,32,5,11,,,2017,02/13/2018 03:58:53 PM,,,
